FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,ColorID,Color,QUALITYCATEGORY,prediction,error,error_decile,abs_error_decile,relative_error,PREDICTION2
5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6,1,White,Mid,6.2268877,0.22688770236278621,5,0,0.03781461706046437,6.0
5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,8,1,White,High,6.9131374,-1.0868623873946683,2,4,-0.13585779842433354,7.0
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5,0,Red,Low,5.3592286,0.3592286380597338,5,1,0.07184572761194677,5.0
5.1,0.11,0.32,1.6,0.028,12.0,90.0,0.99008,3.57,0.52,12.2,6,1,White,Mid,6.1245823,0.12458251008358712,4,0,0.020763751680597853,6.0
5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,6,1,White,Mid,5.5584693,-0.44153063721201846,3,1,-0.0735884395353364,6.0
5.1,0.23,0.18,1.0,0.053,13.0,99.0,0.98956,3.22,0.39,11.5,5,1,White,Low,5.574761,0.5747610055294103,5,2,0.11495220110588207,6.0
5.1,0.25,0.36,1.3,0.035,40.0,78.0,0.9891,3.23,0.64,12.1,7,1,White,Mid,6.6406403,-0.3593595145611985,3,1,-0.05133707350874265,7.0
5.1,0.26,0.33,1.1,0.027,46.0,113.0,0.98946,3.35,0.43,11.4,7,1,White,Mid,6.4501624,-0.5498378017117362,3,2,-0.0785482573873909,6.0
5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,3.36,0.37,11.0,6,1,White,Mid,6.4999137,0.4999139104118946,5,1,0.0833189850686491,6.0
5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,3.36,0.37,11.0,6,1,White,Mid,6.4999137,0.4999139104118946,5,1,0.0833189850686491,6.0
5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.992,3.54,0.56,10.1,6,1,White,Mid,5.7393985,-0.26060159947300043,4,0,-0.04343359991216674,6.0
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7,1,White,Mid,6.8437834,-0.1562165308576633,4,0,-0.02231664726538047,7.0
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7,1,White,Mid,6.8437834,-0.1562165308576633,4,0,-0.02231664726538047,7.0
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7,1,White,Mid,6.8437834,-0.1562165308576633,4,0,-0.02231664726538047,7.0
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,1,White,Mid,6.220031,0.22003079251317992,5,0,0.03667179875219665,6.0
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,1,White,Mid,6.220031,0.22003079251317992,5,0,0.03667179875219665,6.0
5.1,0.39,0.21,1.7,0.027,15.0,72.0,0.9894,3.5,0.45,12.5,6,1,White,Mid,6.4956975,0.49569743599639526,5,1,0.08261623933273254,6.0
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,7,0,Red,Mid,6.8478055,-0.15219441949869328,4,0,-0.021742059928384756,7.0
5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,7,0,Red,Mid,7.0236087,0.023608848130429294,4,0,0.0033726925900613275,7.0
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,7,0,Red,Mid,6.9448886,-0.05511124973215953,4,0,-0.00787303567602279,7.0
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,8,1,White,High,7.038939,-0.9610610000212878,2,3,-0.12013262500266098,7.0
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,8,1,White,High,7.038939,-0.9610610000212878,2,3,-0.12013262500266098,7.0
5.2,0.17,0.27,0.7,0.03,11.0,68.0,0.99218,3.3,0.41,9.8,5,1,White,Low,5.4233136,0.4233135039796707,5,1,0.08466270079593415,5.0
5.2,0.185,0.22,1.0,0.03,47.0,123.0,0.99218,3.55,0.44,10.15,6,1,White,Mid,5.9349732,-0.0650267709839163,4,0,-0.01083779516398605,6.0
5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1,7,1,White,Mid,6.0325003,-0.9674995267064794,2,3,-0.13821421810092563,6.0
5.2,0.24,0.15,7.1,0.043,32.0,134.0,0.99378,3.24,0.48,9.9,6,1,White,Mid,5.7639217,-0.23607804411677868,4,0,-0.03934634068612978,6.0
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,8,1,White,High,6.8567996,-1.1432005172520556,2,4,-0.14290006465650695,7.0
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,8,1,White,High,6.8567996,-1.1432005172520556,2,4,-0.14290006465650695,7.0
5.2,0.25,0.23,1.4,0.047,20.0,77.0,0.99001,3.32,0.62,11.4,5,1,White,Low,5.8793926,0.8793924105986637,6,3,0.17587848211973273,6.0
5.2,0.285,0.29,5.15,0.035,64.0,138.0,0.9895,3.19,0.34,12.4,8,1,White,High,7.1916037,-0.8083962007119592,2,3,-0.1010495250889949,7.0
5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,3.56,0.45,13.0,7,1,White,Mid,6.9610977,-0.038902143239275766,4,0,-0.005557449034182252,7.0
5.2,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31,12.4,7,1,White,Mid,6.846396,-0.1536039412533663,4,0,-0.021943420179052327,7.0
5.2,0.32,0.25,1.8,0.103,13.0,50.0,0.9957,3.38,0.55,9.2,5,0,Red,Low,5.235802,0.23580221336075535,5,0,0.04716044267215107,5.0
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,0,Red,Mid,6.4754705,0.47547038724899515,5,1,0.0792450645414992,6.0
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,0,Red,Mid,6.4754705,0.47547038724899515,5,1,0.0792450645414992,6.0
5.2,0.36,0.02,1.6,0.031,24.0,104.0,0.9896,3.44,0.35,12.2,6,1,White,Mid,6.5034423,0.503442392989017,5,1,0.08390706549816951,7.0
5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,3.46,0.39,9.9,6,1,White,Mid,5.6645617,-0.3354380978578533,3,1,-0.05590634964297555,6.0
5.2,0.38,0.26,7.7,0.053,20.0,103.0,0.9925,3.27,0.45,12.2,6,1,White,Mid,6.2568107,0.2568108138189862,5,0,0.04280180230316436,6.0
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,8,1,White,High,6.933598,-1.06640208779132,2,4,-0.133300260973915,7.0
5.2,0.5,0.18,2.0,0.036,23.0,129.0,0.98949,3.36,0.77,13.4,7,1,White,Mid,7.094689,0.09468901063702795,4,0,0.013527001519575421,7.0
5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.99156,3.57,0.59,10.6,6,1,White,Mid,6.135313,0.1353129728171112,4,0,0.0225521621361852,6.0
5.3,0.23,0.56,0.9,0.041,46.0,141.0,0.99119,3.16,0.62,9.7,5,1,White,Low,5.5695434,0.569543469956435,5,2,0.113908693991287,6.0
5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38,11.0,8,1,White,High,6.67615,-1.3238500736637464,1,5,-0.1654812592079683,7.0
5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,7,1,White,Mid,6.2179313,-0.7820686815099931,3,2,-0.11172409735857045,6.0
5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,3.3,0.54,8.7,4,1,White,Low,4.985519,0.9855191045946396,6,3,0.2463797761486599,5.0
5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,6,1,White,Mid,6.459358,0.45935836102109917,5,1,0.07655972683684986,6.0
5.3,0.32,0.12,6.6,0.043,22.0,141.0,0.9937,3.36,0.6,10.4,6,1,White,Mid,5.7474766,-0.25252362277066354,4,0,-0.04208727046177726,6.0
5.3,0.32,0.23,9.65,0.026,26.0,119.0,0.99168,3.18,0.53,12.2,6,1,White,Mid,6.6898813,0.6898813887677955,6,2,0.11498023146129925,7.0
5.3,0.36,0.27,6.3,0.028,40.0,132.0,0.99186,3.37,0.4,11.6,6,1,White,Mid,6.3408217,0.3408216700290696,5,1,0.0568036116715116,6.0
5.3,0.36,0.27,6.3,0.028,40.0,132.0,0.99186,3.37,0.4,11.6,6,1,White,Mid,6.3408217,0.3408216700290696,5,1,0.0568036116715116,6.0
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,4,1,White,Low,5.0379376,1.0379375692254147,6,3,0.2594843923063537,5.0
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.56666667,7,0,Red,Mid,7.079274,0.07927438012586308,4,0,0.011324911446551868,7.0
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,7,0,Red,Mid,7.079274,0.07927438012586308,4,0,0.011324911446551868,7.0
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,0,Red,Mid,6.9367185,-0.06328158825443886,4,0,-0.009040226893491266,7.0
5.3,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,3.34,0.57,9.7,5,1,White,Low,5.3230114,0.32301155346589105,5,1,0.0646023106931782,5.0
5.4,0.17,0.27,2.7,0.049,28.0,104.0,0.99224,3.46,0.55,10.3,6,1,White,Mid,6.147839,0.14783901319020742,4,0,0.024639835531701237,6.0
5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.98976,3.24,0.99,12.1,7,1,White,Mid,6.882446,-0.11755401079492334,4,0,-0.016793430113560475,7.0
5.4,0.255,0.33,1.2,0.051,29.0,122.0,0.99048,3.37,0.66,11.3,6,1,White,Mid,6.1851373,0.18513724198566006,5,0,0.03085620699761001,6.0
5.4,0.29,0.38,1.2,0.029,31.0,132.0,0.98895,3.28,0.36,12.4,6,1,White,Mid,6.303555,0.303554886758568,5,1,0.050592481126428,6.0
5.4,0.29,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.75,10.0,6,1,White,Mid,5.714812,-0.2851882169227986,4,1,-0.0475313694871331,6.0
5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,7,1,White,Mid,6.8147154,-0.18528450344467462,4,0,-0.02646921477781066,7.0
5.4,0.33,0.31,4.0,0.03,27.0,108.0,0.99031,3.3,0.43,12.2,7,1,White,Mid,6.8062286,-0.19377120996482144,4,0,-0.02768160142354592,7.0
5.4,0.415,0.19,1.6,0.039,27.0,88.0,0.99265,3.54,0.41,10.0,7,1,White,Mid,5.8860598,-1.1139402258738746,2,4,-0.1591343179819821,6.0
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,7,0,Red,Mid,6.5178685,-0.48213150346990563,3,1,-0.06887592906712937,7.0
5.4,0.45,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27,13.4,8,1,White,High,7.180614,-0.819385838189783,2,3,-0.10242322977372287,7.0
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8,1,White,High,7.3380504,-0.6619495760921268,3,2,-0.08274369701151585,7.0
5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.88,13.5,7,1,White,Mid,6.8472786,-0.15272137510615735,4,0,-0.02181733930087962,7.0
5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,6,0,Red,Mid,5.688094,-0.3119056277540473,3,1,-0.05198427129234121,6.0
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,0,Red,Mid,5.6192465,-0.3807535119840546,3,1,-0.0634589186640091,6.0
5.4,0.74,0.09,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,6,0,Red,Mid,5.5729766,-0.42702364675990534,3,1,-0.07117060779331756,6.0
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7,0,Red,Mid,7.035353,0.03535329863601433,4,0,0.005050471233716333,7.0
5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,5,1,White,Low,5.5220027,0.5220027740354647,5,1,0.10440055480709294,6.0
5.5,0.15,0.32,14.0,0.031,16.0,99.0,0.99437,3.26,0.38,11.5,8,1,White,High,6.6724358,-1.327564418798338,1,5,-0.16594555234979225,7.0
5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.9938,3.24,0.36,9.4,6,1,White,Mid,5.776662,-0.22333832608466508,4,0,-0.03722305434744418,6.0
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44,11.63333333,6,1,White,Mid,6.2547646,0.2547647893453293,5,0,0.04246079822422155,6.0
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44,11.65,6,1,White,Mid,6.2486935,0.24869336077389992,5,0,0.04144889346231665,6.0
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5,1,White,Low,5.3890653,0.3890653399686661,5,1,0.07781306799373322,5.0
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5,1,White,Low,5.3890653,0.3890653399686661,5,1,0.07781306799373322,5.0
5.5,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5,1,White,Low,5.735783,0.7357828758496625,6,2,0.1471565751699325,6.0
5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,6,1,White,Mid,5.7468815,-0.2531183953921303,4,0,-0.04218639923202172,6.0
5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,5,1,White,Low,5.5912514,0.5912513197052647,5,2,0.11825026394105294,6.0
5.5,0.29,0.3,1.1,0.022,20.0,110.0,0.98869,3.34,0.38,12.8,7,1,White,Mid,6.822943,-0.17705661248641924,4,0,-0.02529380178377418,7.0
5.5,0.31,0.29,3.0,0.027,16.0,102.0,0.99067,3.23,0.56,11.2,6,1,White,Mid,6.3046904,0.3046905226885954,5,1,0.05078175378143257,6.0
5.5,0.315,0.38,2.6,0.033,10.0,69.0,0.9909,3.12,0.59,10.8,6,1,White,Mid,5.670333,-0.3296670865743092,3,1,-0.05494451442905154,6.0
5.5,0.32,0.13,1.3,0.037,45.0,156.0,0.99184,3.26,0.38,10.7,5,1,White,Low,5.4923224,0.49232237950249225,5,1,0.09846447590049845,5.0
5.5,0.335,0.3,2.5,0.071,27.0,128.0,0.9924,3.14,0.51,9.6,6,1,White,Mid,5.4252825,-0.5747175698606393,3,2,-0.09578626164343988,5.0
5.5,0.34,0.26,2.2,0.021,31.0,119.0,0.98919,3.55,0.49,13.0,8,1,White,High,7.123171,-0.8768293042295632,2,3,-0.1096036630286954,7.0
5.5,0.375,0.38,1.7,0.036,17.0,98.0,0.99142,3.29,0.39,10.5,6,1,White,Mid,5.6077113,-0.3922886360589466,3,1,-0.06538143934315777,6.0
5.5,0.485,0.0,1.5,0.065,8.0,103.0,0.994,3.63,0.4,9.7,4,1,White,Low,4.709022,0.7090219392711932,6,2,0.1772554848177983,5.0
5.5,0.62,0.33,1.7,0.037,24.0,118.0,0.98758,3.15,0.39,13.55,6,1,White,Mid,6.3451777,0.34517772484356346,5,1,0.057529620807260574,6.0
5.6,0.12,0.26,4.3,0.038,18.0,97.0,0.99477,3.36,0.46,9.2,5,1,White,Low,5.633188,0.633187776995566,5,2,0.1266375553991132,6.0
5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,8,1,White,High,7.1661515,-0.833848604675703,2,3,-0.10423107558446287,7.0
5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,8,1,White,High,7.1661515,-0.833848604675703,2,3,-0.10423107558446287,7.0
5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.9923,3.3,0.39,10.5,6,1,White,Mid,5.845158,-0.1548418455338716,4,0,-0.025806974255645265,6.0
5.6,0.16,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,6,1,White,Mid,5.554453,-0.4455472664391493,3,1,-0.07425787773985822,6.0
5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,6,1,White,Mid,6.718756,0.7187563189055277,6,2,0.11979271981758795,7.0
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,4,1,White,Low,5.2137694,1.2137693787929633,7,4,0.30344234469824083,5.0
5.6,0.18,0.3,10.2,0.028,28.0,131.0,0.9954,3.49,0.42,10.8,7,1,White,Mid,6.575083,-0.42491719008750906,3,1,-0.06070245572678701,7.0
5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.98984,3.51,0.6,12.0,7,1,White,Mid,6.690827,-0.3091732318154401,4,1,-0.04416760454506287,7.0
5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.98984,3.51,0.6,12.0,7,1,White,Mid,6.690827,-0.3091732318154401,4,1,-0.04416760454506287,7.0
5.6,0.185,0.49,1.1,0.03,28.0,117.0,0.9918,3.55,0.45,10.3,6,1,White,Mid,6.024849,0.02484901312604748,4,0,0.00414150218767458,6.0
5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,7,1,White,Mid,6.36184,-0.6381604305779467,3,2,-0.09116577579684952,6.0
5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5,1,White,Low,5.7278953,0.7278951753149032,6,2,0.14557903506298064,6.0
5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53,10.3,6,1,White,Mid,5.8952847,-0.10471541421399166,4,0,-0.017452569035665277,6.0
5.6,0.19,0.46,1.1,0.032,33.0,115.0,0.9909,3.36,0.5,10.4,6,1,White,Mid,6.063949,0.06394932496877459,4,0,0.010658220828129098,6.0
5.6,0.21,0.24,4.4,0.027,37.0,150.0,0.991,3.3,0.31,11.5,7,1,White,Mid,6.5260963,-0.47390354947063873,3,1,-0.0677005070672341,7.0
5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6,1,White,Mid,5.7076654,-0.29233476246592005,4,1,-0.04872246041098668,6.0
5.6,0.235,0.29,1.2,0.047,33.0,127.0,0.991,3.34,0.5,11.0,7,1,White,Mid,6.376946,-0.6230542496801812,3,2,-0.0890077499543116,6.0
5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,5,1,White,Low,5.384889,0.38488894932862205,5,1,0.07697778986572441,5.0
5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,6,1,White,Mid,5.5389533,-0.4610465027921453,3,1,-0.07684108379869088,6.0
5.6,0.25,0.19,2.4,0.049,42.0,166.0,0.992,3.25,0.43,10.4,6,1,White,Mid,5.698283,-0.30171695980420754,4,1,-0.050286159967367926,6.0
5.6,0.25,0.26,3.6,0.037,18.0,115.0,0.9904,3.42,0.5,12.6,6,1,White,Mid,6.163397,0.16339672486881085,4,0,0.02723278747813514,6.0
5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4,6,1,White,Mid,6.0992393,0.0992392152059054,4,0,0.01653986920098423,6.0
5.6,0.26,0.18,1.4,0.034,18.0,135.0,0.99174,3.32,0.35,10.2,6,1,White,Mid,5.637453,-0.3625469348828094,3,1,-0.060424489147134906,6.0
5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,10.8,5,1,White,Low,5.741711,0.7417112180620711,6,2,0.14834224361241422,6.0
5.6,0.26,0.27,10.6,0.03,27.0,119.0,0.9947,3.4,0.34,10.7,7,1,White,Mid,6.4741945,-0.525805366775355,3,1,-0.0751150523964793,6.0
5.6,0.27,0.37,0.9,0.025,11.0,49.0,0.98845,3.29,0.33,13.1,6,1,White,Mid,6.423214,0.4232141828182474,5,1,0.07053569713637457,6.0
5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5,1,White,Low,5.0653224,0.065322497322998,4,0,0.013064499464599599,5.0
5.6,0.295,0.2,2.2,0.049,18.0,134.0,0.99378,3.21,0.68,10.0,5,1,White,Low,5.434091,0.43409091856619586,5,1,0.08681818371323917,5.0
5.6,0.3,0.1,6.4,0.043,34.0,142.0,0.99382,3.14,0.48,9.8,5,1,White,Low,5.1885014,0.1885014967154799,5,0,0.037700299343095975,5.0
5.6,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6,0,Red,Mid,5.591066,-0.4089341644906028,3,1,-0.06815569408176714,6.0
5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.99266,3.24,0.47,11.2,6,1,White,Mid,6.0847526,0.08475244944285087,4,0,0.014125408240475146,6.0
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,6,1,White,Mid,6.1340666,0.13406648099172802,4,0,0.022344413498621336,6.0
5.6,0.33,0.28,1.2,0.031,33.0,97.0,0.99126,3.49,0.58,10.9,6,1,White,Mid,6.272932,0.27293189129547724,5,1,0.045488648549246204,6.0
5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,7,1,White,Mid,6.2703223,-0.7296777544064987,3,2,-0.10423967920092839,6.0
5.6,0.35,0.14,5.0,0.046,48.0,198.0,0.9937,3.3,0.71,10.3,5,1,White,Low,5.213175,0.2131749293177645,5,0,0.042634985863552896,5.0
5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.9902,3.37,0.34,11.4,5,1,White,Low,4.909061,-0.09093891834464163,4,0,-0.018187783668928325,5.0
5.6,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,3.54,0.5,11.6,7,1,White,Mid,6.657696,-0.3423044538289215,3,1,-0.0489006362612745,7.0
5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,7,1,White,Mid,6.386127,-0.6138731848636105,3,2,-0.08769616926623007,6.0
5.6,0.46,0.24,4.8,0.042,24.0,72.0,0.9908,3.29,0.37,12.6,6,1,White,Mid,6.47118,0.47117981642127926,5,1,0.07852996940354655,6.0
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7,1,White,Mid,6.853814,-0.14618583045986977,4,0,-0.02088369006569568,7.0
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,5,0,Red,Low,5.056711,0.05671097151276161,4,0,0.011342194302552322,5.0
5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,5,0,Red,Low,5.6562223,0.6562221627543101,5,2,0.13124443255086202,6.0
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,4,0,Red,Low,5.0241485,1.0241482724868947,6,3,0.25603706812172367,5.0
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8,0,Red,High,7.039923,-0.960076808890868,2,3,-0.1200096011113585,7.0
5.6,0.915,0.0,2.1,0.041,17.0,78.0,0.99346,3.68,0.73,11.4,5,0,Red,Low,5.3389225,0.33892254185806436,5,1,0.06778450837161287,5.0
5.7,0.12,0.26,5.5,0.034,21.0,99.0,0.99324,3.09,0.57,9.9,6,1,White,Mid,5.9326673,-0.06733294199035722,4,0,-0.01122215699839287,6.0
5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,6,1,White,Mid,5.6465783,-0.3534214584448474,3,1,-0.05890357640747457,6.0
5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,6,1,White,Mid,6.1895623,0.18956244982411619,5,0,0.0315937416373527,6.0
5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,6,1,White,Mid,6.1895623,0.18956244982411619,5,0,0.0315937416373527,6.0
5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,6,1,White,Mid,5.952721,-0.0472790439462365,4,0,-0.007879840657706083,6.0
5.7,0.16,0.32,1.2,0.036,7.0,89.0,0.99111,3.26,0.48,11.0,5,1,White,Low,5.3706155,0.3706155851736028,5,1,0.07412311703472056,5.0
5.7,0.18,0.22,4.2,0.042,25.0,111.0,0.994,3.35,0.39,9.4,5,1,White,Low,5.566542,0.5665420695638463,5,2,0.11330841391276927,6.0
5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.99199,3.7,0.68,10.9,7,1,White,Mid,5.9868493,-1.013150741106454,2,3,-0.14473582015806485,6.0
5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6,1,White,Mid,5.643067,-0.35693332366419295,3,1,-0.05948888727736549,6.0
5.7,0.21,0.32,1.6,0.03,33.0,122.0,0.99044,3.33,0.52,11.9,6,1,White,Mid,6.38893,0.38892993800575937,5,1,0.06482165633429322,6.0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,1,White,Mid,5.9610705,-0.03892946389283214,4,0,-0.00648824398213869,6.0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,1,White,Mid,5.9610705,-0.03892946389283214,4,0,-0.00648824398213869,6.0
5.7,0.22,0.28,1.3,0.027,26.0,101.0,0.98948,3.35,0.38,12.5,7,1,White,Mid,6.532947,-0.46705295179681894,3,1,-0.06672185025668842,7.0
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6,1,White,Mid,6.384186,0.3841860157682859,5,1,0.06403100262804766,6.0
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.733333333,5,1,White,Low,5.334725,0.33472498069190504,5,1,0.06694499613838101,5.0
5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5,1,White,Low,5.497732,0.4977322600859919,5,1,0.09954645201719839,5.0
5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6,1,White,Mid,5.6748695,-0.3251302409732064,3,1,-0.0541883734955344,6.0
5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6,1,White,Mid,5.7730293,-0.22697064538052913,4,0,-0.037828440896754856,6.0
5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,6,1,White,Mid,6.0831575,0.08315749332518507,4,0,0.013859582220864178,6.0
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,1,White,Low,5.308688,0.3086882636838224,5,1,0.06173765273676448,5.0
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,1,White,Low,5.308688,0.3086882636838224,5,1,0.06173765273676448,5.0
5.7,0.26,0.25,10.4,0.02,7.0,57.0,0.994,3.39,0.37,10.6,5,1,White,Low,5.295632,0.2956320210602943,5,1,0.05912640421205886,5.0
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,1,White,Mid,5.6677494,-0.3322504878427752,3,1,-0.055375081307129204,6.0
